DATE,TEAM,OPPONENT,NAME,POSITION,MINUTES,POINTS,REBOUNDS,ASSISTS,PTS+REB+AST,STEALS,BLOCKS,TURNOVERS,FOULS,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,FANTASY,STARTER?,HOME?,WIN?,game_id
04/09/23,CHI,DET,Derrick Jones,PF,9,4,7,0,11,1,1,0,0,2,6,0,3,0,0,3,4,18.4,False,True,True,chi20230409
04/09/23,CHI,DET,Marko Simonovic,C,8,4,1,0,5,0,0,0,3,1,3,1,2,1,2,0,1,5.2,False,True,True,chi20230409
04/09/23,DET,CHI,Killian Hayes,PG,39,26,8,7,41,0,1,5,0,8,18,3,8,7,8,2,6,44.1,False,False,False,chi20230409
04/09/23,DET,CHI,Cory Joseph,PG,37,5,4,9,18,0,0,2,1,2,10,1,7,0,1,2,2,21.3,False,False,False,chi20230409
04/09/23,DET,CHI,Jaden Ivey,SG,36,16,3,3,22,0,0,5,6,7,20,2,7,0,0,1,2,19.1,False,False,False,chi20230409
04/09/23,DET,CHI,Jared Rhoden,SG,35,7,6,0,13,0,0,0,3,3,8,1,4,0,0,1,5,14.2,False,False,False,chi20230409
04/09/23,DET,CHI,Jalen Duren,C,34,4,18,0,22,0,1,6,2,2,5,0,0,0,0,3,15,22.6,False,False,False,chi20230409
04/09/23,DET,CHI,James Wiseman,C,24,11,12,0,23,0,1,4,2,4,9,0,0,3,4,6,6,24.4,False,False,False,chi20230409
04/09/23,DET,CHI,Marvin Bagley,C,19,12,7,0,19,1,0,2,2,5,12,2,4,0,0,0,7,21.4,False,False,False,chi20230409
04/09/23,DET,CHI,Buddy Boeheim,SF,10,0,1,1,2,0,0,0,0,0,3,0,3,0,0,0,1,2.7,False,False,False,chi20230409
04/09/23,DET,CHI,R.J. Hampton,SG,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,False,False,False,chi20230409
04/09/23,CLE,CHO,Ricky Rubio,PG,26,6,5,7,18,0,0,3,1,2,11,0,4,2,2,1,4,19.5,False,True,False,cle20230409
04/09/23,CLE,CHO,Sam Merrill,SG,25,17,4,1,22,3,0,0,1,6,12,3,9,2,2,0,4,32.3,False,True,False,cle20230409
04/09/23,CLE,CHO,Danny Green,SG,24,13,4,1,18,0,1,3,5,5,12,3,10,0,0,1,3,19.3,False,True,False,cle20230409
04/09/23,CLE,CHO,Dean Wade,PF,23,9,3,1,13,3,1,1,1,3,6,3,4,0,0,0,3,25.1,False,True,False,cle20230409
04/09/23,CLE,CHO,Isaiah Mobley,PF,22,2,4,2,8,0,0,0,3,0,6,0,2,2,2,1,3,9.8,False,True,False,cle20230409
04/09/23,CLE,CHO,Raul Neto,PG,21,13,1,6,20,1,0,2,4,4,9,0,3,5,5,1,0,24.2,False,True,False,cle20230409
04/09/23,CLE,CHO,Robin Lopez,C,18,10,3,2,15,0,1,2,3,4,10,0,1,2,2,1,2,17.6,False,True,False,cle20230409
04/09/23,CLE,CHO,Lamar Stevens,SF,18,2,5,1,8,0,0,0,1,1,3,0,0,0,0,1,4,9.5,False,True,False,cle20230409
04/09/23,CLE,CHO,Mamadi Diakite,C,17,9,2,3,14,1,1,1,2,4,6,1,2,0,0,0,2,20.9,False,True,False,cle20230409
04/09/23,CLE,CHO,Cedi Osman,SF,16,4,2,2,8,1,0,2,3,1,3,0,1,2,3,1,1,10.4,False,True,False,cle20230409
04/09/23,CLE,CHO,Jarrett Allen,C,12,4,6,1,11,0,1,1,0,2,4,0,1,0,0,2,4,14.7,False,True,False,cle20230409
04/09/23,CLE,CHO,Evan Mobley,PF,12,6,5,0,11,0,0,1,0,3,7,0,0,0,0,2,3,11.0,False,True,False,cle20230409
04/09/23,CHO,CLE,Theo Maledon,PG,41,18,8,6,32,1,0,3,3,7,13,0,2,4,4,1,7,36.6,False,False,True,cle20230409
04/09/23,CHO,CLE,Svi Mykhailiuk,SF,35,16,7,6,29,2,0,3,2,6,18,2,10,2,2,4,3,36.4,False,False,True,cle20230409
04/09/23,CHO,CLE,Bryce McGowens,SG,32,22,4,4,30,2,0,4,1,6,11,1,4,9,10,0,4,34.8,False,False,True,cle20230409
04/09/23,CHO,CLE,JT Thor,PF,31,5,6,3,14,0,0,2,0,2,11,1,6,0,0,0,6,14.7,False,False,True,cle20230409
04/09/23,CHO,CLE,Mark Williams,C,30,22,10,0,32,1,2,2,3,9,10,0,0,4,6,1,9,41.0,False,False,True,cle20230409
04/09/23,CHO,CLE,James Bouknight,SG,26,12,2,0,14,0,0,1,3,4,12,2,8,2,3,1,1,13.4,False,False,True,cle20230409
04/09/23,CHO,CLE,Nick Richards,C,17,11,8,1,20,1,3,3,0,3,4,0,0,5,5,2,6,31.1,False,False,True,cle20230409
04/09/23,CHO,CLE,Kai Jones,C,16,0,2,0,2,1,0,0,2,0,1,0,1,0,0,0,2,5.4,False,False,True,cle20230409
04/09/23,CHO,CLE,Kobi Simmons,SG,8,0,2,3,5,0,0,0,0,0,1,0,1,0,0,1,1,6.9,False,False,True,cle20230409
04/09/23,DAL,SAS,Frank Ntilikina,SG,41,12,2,3,17,1,1,2,3,5,11,1,4,1,4,0,2,22.9,False,True,False,dal20230409
04/09/23,DAL,SAS,Theo Pinson,SG,40,23,13,12,48,1,0,0,3,8,16,5,10,2,2,2,11,59.6,False,True,False,dal20230409
04/09/23,DAL,SAS,Jaden Hardy,SG,28,25,5,5,35,0,0,0,1,11,23,1,7,2,2,2,3,38.5,False,True,False,dal20230409
04/09/23,DAL,SAS,McKinley Wright,PG,28,13,5,4,22,0,0,0,3,5,10,1,2,2,3,1,4,25.0,False,True,False,dal20230409
04/09/23,DAL,SAS,Davis Bertans,PF,28,19,7,1,27,0,2,0,1,7,13,5,11,0,0,2,5,34.9,False,True,False,dal20230409
04/09/23,DAL,SAS,Markieff Morris,PF,26,10,7,2,19,0,0,0,4,4,17,2,11,0,0,0,7,21.4,False,True,False,dal20230409
04/09/23,DAL,SAS,A.J. Lawson,SG,23,10,5,1,16,1,0,0,3,4,9,1,3,1,5,1,4,20.5,False,True,False,dal20230409
04/09/23,DAL,SAS,Justin Holiday,SF,23,5,2,0,7,1,0,0,3,2,9,1,5,0,0,0,2,10.4,False,True,False,dal20230409
04/09/23,SAS,DAL,Dominick Barlow,PF,34,21,19,1,41,1,1,0,5,8,11,0,0,5,7,6,13,51.3,False,False,True,dal20230409
04/09/23,SAS,DAL,Julian Champagnie,SF,33,16,10,3,29,0,0,0,0,5,16,3,10,3,4,1,9,32.5,False,False,True,dal20230409
04/09/23,SAS,DAL,Blake Wesley,SG,32,10,6,9,25,0,0,3,4,4,11,2,3,0,0,0,6,27.7,False,False,True,dal20230409
04/09/23,SAS,DAL,Sandro Mamukelashvili,C,31,23,11,4,38,0,1,2,0,8,17,4,7,3,6,3,8,43.2,False,False,True,dal20230409
04/09/23,SAS,DAL,Keita Bates-Diop,PF,24,17,6,2,25,1,0,1,0,7,14,1,2,2,4,0,6,29.2,False,False,True,dal20230409
04/09/23,SAS,DAL,Gorgui Dieng,C,23,13,10,4,27,0,1,3,2,4,8,2,6,3,4,1,9,31.0,False,False,True,dal20230409
04/09/23,SAS,DAL,Malaki Branham,SG,23,20,3,0,23,0,0,2,1,8,15,2,7,2,2,1,2,21.6,False,False,True,dal20230409
04/09/23,SAS,DAL,Tre Jones,PG,22,13,3,8,24,0,0,1,1,6,9,1,2,0,0,0,3,27.6,False,False,True,dal20230409
04/09/23,SAS,DAL,Romeo Langford,SG,14,5,1,0,6,0,0,0,0,1,3,0,1,3,3,1,0,6.2,False,False,True,dal20230409
04/09/23,DEN,SAC,Bruce Brown,SF,31,21,6,6,33,3,0,0,2,9,17,0,1,3,5,0,6,46.2,False,True,True,den20230409
04/09/23,DEN,SAC,DeAndre Jordan,C,26,6,8,2,16,1,0,3,3,2,3,0,0,2,2,3,5,18.6,False,True,True,den20230409
04/09/23,DEN,SAC,Peyton Watson,SG,26,13,4,0,17,1,1,2,1,4,10,0,2,5,7,2,2,21.8,False,True,True,den20230409
04/09/23,DEN,SAC,Reggie Jackson,PG,25,16,3,4,23,1,0,1,1,7,11,2,6,0,0,0,3,27.6,False,True,True,den20230409
04/09/23,DEN,SAC,Zeke Nnaji,PF,25,18,7,1,26,1,0,4,3,8,16,2,9,0,2,3,4,26.9,False,True,True,den20230409
04/09/23,DEN,SAC,Ish Smith,PG,23,0,2,9,11,1,0,2,1,0,3,0,3,0,0,0,2,16.9,False,True,True,den20230409
04/09/23,DEN,SAC,Christian Braun,SG,22,10,2,0,12,0,0,2,1,4,9,0,2,2,2,2,0,10.4,False,True,True,den20230409
04/09/23,DEN,SAC,Thomas Bryant,C,21,12,8,0,20,0,1,0,1,5,8,2,3,0,0,1,7,24.6,False,True,True,den20230409
04/09/23,DEN,SAC,Vlatko Cancar,PF,21,11,3,2,16,2,0,1,1,2,4,1,1,6,7,1,2,22.6,False,True,True,den20230409
04/09/23,DEN,SAC,Jack White,SF,15,2,8,1,11,1,0,1,1,1,3,0,1,0,0,3,5,15.1,False,True,True,den20230409
04/09/23,SAC,DEN,Keegan Murray,SF,25,14,5,2,21,1,0,0,2,6,12,2,8,0,0,0,5,26.0,False,False,False,den20230409
04/09/23,SAC,DEN,PJ Dozier,SF,24,4,4,6,14,3,0,2,2,2,8,0,3,0,0,1,3,24.8,False,False,False,den20230409
04/09/23,SAC,DEN,Kevin Huerter,SG,21,12,1,3,16,1,1,2,4,5,9,2,4,0,0,0,1,21.7,False,False,False,den20230409
04/09/23,SAC,DEN,Trey Lyles,PF,19,2,2,0,4,0,0,2,1,1,4,0,3,0,0,0,2,2.4,False,False,False,den20230409
04/09/23,SAC,DEN,Terence Davis,SG,18,5,1,0,6,0,0,0,1,2,9,1,8,0,2,0,1,6.2,False,False,False,den20230409
04/09/23,SAC,DEN,Domantas Sabonis,C,18,14,9,5,28,0,2,2,2,6,9,0,0,2,3,5,4,36.3,False,False,False,den20230409
04/09/23,SAC,DEN,De'Aaron Fox,PG,17,13,2,3,18,0,0,1,0,6,10,1,3,0,0,1,1,18.9,False,False,False,den20230409
04/09/23,SAC,DEN,Malik Monk,SG,17,4,0,3,7,0,0,5,0,2,5,0,2,0,0,0,0,3.5,False,False,False,den20230409
04/09/23,SAC,DEN,Harrison Barnes,PF,17,17,0,0,17,0,0,1,1,5,7,5,7,2,2,0,0,16.0,False,False,False,den20230409
04/09/23,SAC,DEN,Keon Ellis,SG,13,1,0,1,2,0,0,0,0,0,3,0,2,1,2,0,0,2.5,False,False,False,den20230409
04/09/23,SAC,DEN,Alex Len,C,12,0,5,1,6,1,2,0,1,0,0,0,0,0,0,1,4,16.5,False,False,False,den20230409
04/09/23,SAC,DEN,Chimezie Metu,PF,11,9,0,0,9,1,0,0,0,2,4,0,1,5,6,0,0,12.0,False,False,False,den20230409
04/09/23,SAC,DEN,Kessler Edwards,SF,9,0,1,0,1,0,0,0,4,0,2,0,1,0,0,1,0,1.2,False,False,False,den20230409
04/09/23,SAC,DEN,Richaun Holmes,C,7,0,2,0,2,0,0,0,0,0,2,0,1,0,0,0,2,2.4,False,False,False,den20230409
04/09/23,SAC,DEN,Neemias Queta,C,4,0,2,0,2,0,1,0,0,0,1,0,0,0,0,1,1,5.4,False,False,False,den20230409
04/09/23,LAL,UTA,Anthony Davis,C,33,16,13,3,32,3,4,4,2,7,15,0,0,2,2,3,10,53.1,False,True,True,lal20230409
04/09/23,LAL,UTA,D'Angelo Russell,PG,33,17,2,5,24,0,1,2,1,6,13,3,8,2,3,0,2,27.9,False,True,True,lal20230409
04/09/23,LAL,UTA,Austin Reaves,SG,33,12,4,6,22,0,0,0,2,3,5,3,4,3,3,0,4,25.8,False,True,True,lal20230409
04/09/23,LAL,UTA,LeBron James,PF,33,36,6,6,48,1,1,2,0,13,25,8,14,2,2,1,5,56.2,False,True,True,lal20230409
04/09/23,LAL,UTA,Malik Beasley,SG,26,13,6,3,22,0,0,0,1,4,10,3,9,2,4,2,4,24.7,False,True,True,lal20230409
04/09/23,LAL,UTA,Rui Hachimura,PF,23,12,5,2,19,0,1,0,0,5,14,0,6,2,3,2,3,24.0,False,True,True,lal20230409
04/09/23,LAL,UTA,Jarred Vanderbilt,PF,19,12,4,1,17,0,0,1,2,5,7,0,1,2,2,2,2,17.3,False,True,True,lal20230409
04/09/23,LAL,UTA,Troy Brown,SF,17,6,4,1,11,0,0,0,0,2,5,1,3,1,2,0,4,12.3,False,True,True,lal20230409
04/09/23,LAL,UTA,Wenyen Gabriel,C,16,4,4,1,9,0,0,1,1,2,3,0,0,0,0,0,4,9.3,False,True,True,lal20230409
04/09/23,LAL,UTA,Mohamed Bamba,C,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.2,False,True,True,lal20230409
04/09/23,LAL,UTA,Max Christie,SG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,False,True,True,lal20230409
04/09/23,LAL,UTA,Cole Swider,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,False,True,True,lal20230409
04/09/23,UTA,LAL,Kris Dunn,PG,40,26,10,8,44,1,0,3,2,11,18,2,3,2,2,0,10,50.0,False,False,False,lal20230409
04/09/23,UTA,LAL,Simone Fontecchio,SF,31,20,9,2,31,0,0,0,2,8,18,4,11,0,0,2,7,33.8,False,False,False,lal20230409
04/09/23,UTA,LAL,Kelly Olynyk,C,29,23,5,4,32,0,2,4,1,9,13,3,4,2,2,0,5,37.0,False,False,False,lal20230409
04/09/23,UTA,LAL,Luka Samanic,PF,29,9,2,3,14,1,0,2,2,4,14,0,8,1,1,0,2,16.9,False,False,False,lal20230409
04/09/23,UTA,LAL,Udoka Azubuike,C,26,12,6,1,19,0,1,0,2,6,6,0,0,0,1,2,4,23.7,False,False,False,lal20230409
04/09/23,UTA,LAL,Ochai Agbaji,SG,26,8,1,8,17,1,0,2,2,4,13,0,3,0,0,0,1,22.2,False,False,False,lal20230409
04/09/23,UTA,LAL,Damian Jones,C,21,8,5,1,14,0,0,0,4,4,5,0,1,0,0,1,4,15.5,False,False,False,lal20230409
04/09/23,UTA,LAL,Juan Toscano-Anderson,SF,18,3,3,4,10,1,1,0,1,1,5,1,3,0,0,0,3,18.6,False,False,False,lal20230409
04/09/23,UTA,LAL,Johnny Juzang,SG,16,8,4,0,12,0,0,0,0,4,9,0,2,0,0,2,2,12.8,False,False,False,lal20230409
04/09/23,MIA,ORL,Duncan Robinson,SF,35,20,2,4,26,1,0,1,4,6,14,3,11,5,6,0,2,30.4,False,True,True,mia20230409
04/09/23,MIA,ORL,Haywood Highsmith,PF,27,2,5,3,10,1,0,3,3,1,3,0,1,0,0,1,4,12.5,False,True,True,mia20230409
04/09/23,MIA,ORL,Udonis Haslem,C,24,24,3,0,27,0,1,1,3,9,17,3,7,3,3,0,3,29.6,False,True,True,mia20230409
04/09/23,MIA,ORL,Omer Yurtseven,C,24,14,7,0,21,1,1,1,4,5,9,1,3,3,3,2,5,27.4,False,True,True,mia20230409
04/09/23,MIA,ORL,Victor Oladipo,SG,23,19,2,8,29,2,0,6,2,7,12,5,8,0,0,0,2,33.4,False,True,True,mia20230409
04/09/23,MIA,ORL,Jamal Cain,PF,18,18,5,1,24,2,0,2,1,6,7,4,4,2,3,0,5,29.5,False,True,True,mia20230409
04/09/23,MIA,ORL,Cody Zeller,C,12,6,4,2,12,0,0,0,2,2,2,0,0,2,4,1,3,13.8,False,True,True,mia20230409
04/09/23,MIA,ORL,Orlando Robinson,C,11,0,3,2,5,0,0,0,0,0,1,0,1,0,0,1,2,6.6,False,True,True,mia20230409
04/09/23,MIA,ORL,Max Strus,SF,10,0,1,2,3,0,1,0,1,0,2,0,1,0,0,0,1,7.2,False,True,True,mia20230409
04/09/23,MIA,ORL,Caleb Martin,SF,9,2,1,1,4,2,0,1,0,1,2,0,1,0,0,0,1,9.7,False,True,True,mia20230409
04/09/23,MIA,ORL,Kyle Lowry,PG,9,0,1,3,4,0,0,1,0,0,1,0,1,0,0,0,1,4.7,False,True,True,mia20230409
04/09/23,MIA,ORL,Tyler Herro,SG,8,4,1,3,8,0,0,2,0,2,3,0,1,0,0,0,1,7.7,False,True,True,mia20230409
04/09/23,MIA,ORL,Kevin Love,PF,8,8,5,0,13,0,0,0,0,3,5,2,4,0,0,0,5,14.0,False,True,True,mia20230409
04/09/23,MIA,ORL,Bam Adebayo,C,7,4,3,1,8,1,0,0,0,2,3,0,0,0,0,2,1,12.1,False,True,True,mia20230409
04/09/23,MIA,ORL,Gabe Vincent,PG,7,2,1,0,3,0,0,0,0,1,2,0,1,0,1,0,1,3.2,False,True,True,mia20230409
04/09/23,ORL,MIA,Caleb Houstan,SF,33,21,0,1,22,2,0,0,2,6,15,5,11,4,5,0,0,28.5,False,False,False,mia20230409
04/09/23,ORL,MIA,Chuma Okeke,SF,32,14,4,5,23,3,0,2,1,5,11,4,8,0,0,1,3,33.3,False,False,False,mia20230409
04/09/23,ORL,MIA,Bol Bol,PF,27,8,6,5,19,2,0,1,3,4,12,0,3,0,1,2,4,27.7,False,False,False,mia20230409
04/09/23,ORL,MIA,Kevon Harris,SG,26,22,8,2,32,0,0,0,3,7,12,4,7,4,7,3,5,34.6,False,False,False,mia20230409
04/09/23,ORL,MIA,Admiral Schofield,PF,24,8,1,4,13,1,0,3,0,3,10,0,6,2,2,0,1,15.2,False,False,False,mia20230409
04/09/23,ORL,MIA,Goga Bitadze,C,20,4,8,1,13,1,0,1,2,2,4,0,0,0,0,4,4,17.1,False,False,False,mia20230409
04/09/23,ORL,MIA,Wendell Carter,C,16,0,4,1,5,1,0,0,1,0,3,0,3,0,0,0,4,9.3,False,False,False,mia20230409
04/09/23,ORL,MIA,Michael Carter-Williams,PG,16,8,0,3,11,1,0,3,4,3,6,1,2,1,3,0,0,12.5,False,False,False,mia20230409
04/09/23,ORL,MIA,Franz Wagner,SF,15,10,4,3,17,2,0,3,0,2,5,0,1,6,6,0,4,22.3,False,False,False,mia20230409
04/09/23,ORL,MIA,Jalen Suggs,SG,15,8,7,2,17,0,1,1,1,3,6,2,3,0,0,3,4,21.4,False,False,False,mia20230409
04/09/23,ORL,MIA,Markelle Fultz,PG,11,7,1,2,10,0,0,0,0,3,6,1,3,0,0,0,1,11.2,False,False,False,mia20230409
04/09/23,MIN,NOP,Anthony Edwards,SG,39,26,13,4,43,4,4,8,3,8,21,3,9,7,13,3,10,63.6,False,True,True,min20230409
04/09/23,MIN,NOP,Karl-Anthony Towns,PF,36,30,8,2,40,0,1,2,5,10,19,5,8,5,6,2,6,43.6,False,True,True,min20230409
04/09/23,MIN,NOP,Kyle Anderson,PF,36,8,9,4,21,1,2,2,0,4,7,0,1,0,0,1,8,31.8,False,True,True,min20230409
04/09/23,MIN,NOP,Taurean Prince,PF,35,18,3,0,21,0,0,0,3,7,14,2,6,2,3,1,2,21.6,False,True,True,min20230409
04/09/23,MIN,NOP,Mike Conley,PG,34,17,2,7,26,1,0,1,3,5,11,1,6,6,7,0,2,31.9,False,True,True,min20230409
04/09/23,MIN,NOP,Jordan McLaughlin,PG,17,5,2,5,12,0,0,0,0,1,1,1,1,2,2,0,2,14.9,False,True,True,min20230409
04/09/23,MIN,NOP,Nickeil Alexander-Walker,SG,16,3,0,3,6,0,1,2,3,1,4,1,4,0,0,0,0,8.5,False,True,True,min20230409
04/09/23,MIN,NOP,Rudy Gobert,C,13,2,3,0,5,0,0,0,0,1,1,0,0,0,0,0,3,5.6,False,True,True,min20230409
04/09/23,MIN,NOP,Jaden McDaniels,SF,9,0,1,0,1,1,0,1,2,0,1,0,1,0,0,0,1,3.2,False,True,True,min20230409
